gen_adversarial2.py,0.54947764
gen_adversarial.py,0.54441565
__init__.py,0.51070434
log,0.8834619
malconv.py,0.31296498
predict.py,0.53545815
preprocess.py,0.5416825
train.py,0.5379236
utils.py,0.8451989
